,0,1,2
262,rnbqkbnr/ppppp1pp/5p2/8/7P/4P3/PPPP1PP1/RNBQKBNR b KQkq - 0 2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
263,rnbqkbnr/ppp1p1pp/5p2/3p4/7P/4P3/PPPP1PP1/RNBQKBNR w KQkq - 0 3,[],-1
264,rnbqkbnr/ppp1p1pp/5p2/3p4/7P/4P1P1/PPPP1P2/RNBQKBNR b KQkq - 0 3,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
265,rnbqkbnr/pp2p1pp/5p2/2pp4/7P/4P1P1/PPPP1P2/RNBQKBNR w KQkq - 0 4,[],-1
266,rnbqkbnr/pp2p1pp/5p2/2pp4/7P/4P1P1/PPPP1P1R/RNBQKBN1 b Qkq - 1 4,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
267,rn1qkbnr/pp2p1pp/4bp2/2pp4/7P/4P1P1/PPPP1P1R/RNBQKBN1 w Qkq - 2 5,[],-1
268,rn1qkbnr/pp2p1pp/4bp2/2pp4/7P/4P1P1/PPPP1PBR/RNBQK1N1 b Qkq - 3 5,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
269,rn1qkbnr/p3p1pp/1p2bp2/2pp4/7P/4P1P1/PPPP1PBR/RNBQK1N1 w Qkq - 0 6,[],-1
270,rn1qkbnr/p3p1pp/1p2bp2/2pp4/7P/3PP1P1/PPP2PBR/RNBQK1N1 b Qkq - 0 6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
271,rn1qkbnr/p3pbpp/1p3p2/2pp4/7P/3PP1P1/PPP2PBR/RNBQK1N1 w Qkq - 1 7,[],-1
272,rn1qkbnr/p3pbpp/1p3p2/2pp4/7P/3PP1P1/PPPB1PBR/RN1QK1N1 b Qkq - 2 7,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
273,r2qkbnr/p3pbpp/np3p2/2pp4/7P/3PP1P1/PPPB1PBR/RN1QK1N1 w Qkq - 3 8,[],-1
274,r2qkbnr/p3pbpp/np3p2/2pp4/2P4P/3PP1P1/PP1B1PBR/RN1QK1N1 b Qkq - 0 8,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
275,rn1qkbnr/p3pbpp/1p3p2/2pp4/2P4P/3PP1P1/PP1B1PBR/RN1QK1N1 w Qkq - 1 9,[],-1
276,rn1qkbnr/p3pbpp/1p3p2/2pp4/2P4P/3PP1P1/PP1B1P1R/RN1QKBN1 b Qkq - 2 9,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
277,rn2kbnr/p1q1pbpp/1p3p2/2pp4/2P4P/3PP1P1/PP1B1P1R/RN1QKBN1 w Qkq - 3 10,[],-1
278,rn2kbnr/p1q1pbpp/1p3p2/B1pp4/2P4P/3PP1P1/PP3P1R/RN1QKBN1 b Qkq - 4 10,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
279,rnq1kbnr/p3pbpp/1p3p2/B1pp4/2P4P/3PP1P1/PP3P1R/RN1QKBN1 w Qkq - 5 11,[],-1
280,rnQ1kb1r/p3pbpp/1p3p1n/B1pp4/2P4P/3PP1P1/PP3P1R/RN2KBN1 b Qkq - 0 12,"[0.004329004329004329, 0.030303030303030304, 0.004329004329004329, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.030303030303030304, 0.004329004329004329, 0.030303030303030304, 0.025974025974025976, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.03463203463203463, 0.030303030303030304, 0.025974025974025976, 0.021645021645021644, 0.03896103896103896, 0.025974025974025976, 0.021645021645021644, 0.03463203463203463, 0.030303030303030304, 0.021645021645021644, 0.025974025974025976, 0.025974025974025976, 0.021645021645021644, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.030303030303030304, 0.025974025974025976, 0.030303030303030304, 0.03463203463203463, 0.03463203463203463, 0.025974025974025976, 0.030303030303030304, 0.025974025974025976]",-1
281,rnq1kbnr/p3pbpp/1B3p2/2pp4/2P4P/3PP1P1/PP3P1R/RN1QKBN1 b Qkq - 0 11,[],-1
282,rnQ1kbr1/p3pbpp/1B3p1n/2pp4/2P4P/3PP1P1/PP3P1R/RN2KBN1 b Qq - 0 13,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
283,r1q1kbnr/p2npbpp/1B3p2/2pp4/2P4P/3PP1P1/PP3P1R/RN1QKBN1 w Qkq - 1 12,[],-1
284,r1q1kbnr/p2npbpp/1B3p2/2pp4/2P4P/3PP1PN/PP3P1R/RN1QKB2 b Qkq - 2 12,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
285,r1q1kbnr/p2np1pp/1B2bp2/2pp4/2P4P/3PP1PN/PP3P1R/RN1QKB2 w Qkq - 3 13,[],-1
286,r1q1kbnr/p2np1pp/4bp2/2Bp4/2P4P/3PP1PN/PP3P1R/RN1QKB2 b Qkq - 0 13,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
287,r1q1kbnr/p2np1pp/5p2/2Bp1b2/2P4P/3PP1PN/PP3P1R/RN1QKB2 w Qkq - 1 14,[],-1
288,r1q1kbnr/p2np1pp/5p2/2Bp1bN1/2P4P/3PP1P1/PP3P1R/RN1QKB2 b Qkq - 2 14,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
289,rq2kbnr/p2np1pp/5p2/2Bp1bN1/2P4P/3PP1P1/PP3P1R/RN1QKB2 w Qkq - 3 15,[],-1
290,rq2kbnr/p2np1pp/5p2/2Bp1bN1/2P4P/N2PP1P1/PP3P1R/R2QKB2 b Qkq - 4 15,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
291,rq2kbnr/p2np1pp/5pb1/2Bp2N1/2P4P/N2PP1P1/PP3P1R/R2QKB2 w Qkq - 5 16,[],-1
292,rq2kbnr/p2np1pp/5pb1/2Bp2N1/2PP3P/N3P1P1/PP3P1R/R2QKB2 b Qkq - 0 16,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
293,rq2kbnr/p2np1pp/5pb1/2B3N1/2pP3P/N3P1P1/PP3P1R/R2QKB2 w Qkq - 0 17,[],-1
294,rq2kbnr/p2np1pp/5pb1/2B3N1/2pP3P/N3P1P1/PP1K1P1R/R2Q1B2 b kq - 1 17,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
295,r3kbnr/p2np1pp/5pb1/2B3N1/2pP3P/Nq2P1P1/PP1K1P1R/R2Q1B2 w kq - 2 18,[],-1
296,r3kbnr/p2np1pp/5pb1/2B3N1/2pP3P/Nq2P1P1/PP2KP1R/R2Q1B2 b kq - 3 18,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
297,r3kbnr/p2np1pp/5pb1/2B3N1/2pP3P/N3P1P1/qP2KP1R/R2Q1B2 w kq - 0 19,[],-1
298,r3kbnr/p2np1pp/5pb1/2B3N1/2pP3P/N3P1P1/qP2KP1R/R1Q2B2 b kq - 1 19,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
299,r3kbnr/p2np1pp/5p2/2B2bN1/2pP3P/N3P1P1/qP2KP1R/R1Q2B2 w kq - 2 20,[],-1
300,r3kbnr/p2np1pp/5p2/2B2b2/2pPN2P/N3P1P1/qP2KP1R/R1Q2B2 b kq - 3 20,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
301,r4bnr/p2npkpp/5p2/2B2b2/2pPN2P/N3P1P1/qP2KP1R/R1Q2B2 w - - 4 21,[],-1
302,r4bnr/p2npkpp/5p2/2B2b2/2pPNP1P/N3P1P1/qP2K2R/R1Q2B2 b - - 0 21,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
303,r4bnr/p2np1pp/5pk1/2B2b2/2pPNP1P/N3P1P1/qP2K2R/R1Q2B2 w - - 1 22,[],-1
304,r4bnr/B2np1pp/5pk1/5b2/2pPNP1P/N3P1P1/qP2K2R/R1Q2B2 b - - 0 22,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
305,r4bnr/B3p1pp/1n3pk1/5b2/2pPNP1P/N3P1P1/qP2K2R/R1Q2B2 w - - 1 23,[],-1
306,r4bnr/B3p1pp/1n3pk1/5b2/2pPNP1P/4P1P1/qP2K2R/RNQ2B2 b - - 2 23,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
307,r4bnr/B3p1pp/1n2bpk1/8/2pPNP1P/4P1P1/qP2K2R/RNQ2B2 w - - 3 24,[],-1
308,r4bnr/B3p1pp/1n2bpk1/7P/2pPNP2/4P1P1/qP2K2R/RNQ2B2 b - - 0 24,"[1.0, 0.0, 0.0]",-1
309,r4bnr/B3p1pp/1n2bp1k/7P/2pPNP2/4P1P1/qP2K2R/RNQ2B2 w - - 1 25,[],-1
310,r4bnr/B3p1pp/1n2bp1k/3P3P/2p1NP2/4P1P1/qP2K2R/RNQ2B2 b - - 0 25,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
311,r4bnr/B3p2p/1n2bp1k/3P2pP/2p1NP2/4P1P1/qP2K2R/RNQ2B2 w - g6 0 26,[],-1
312,r4bnr/B3p2p/1n2bp1k/3P2pP/2p1NP1R/4P1P1/qP2K3/RNQ2B2 b - - 1 26,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
313,r4bnr/B3p1kp/1n2bp2/3P2pP/2p1NP1R/4P1P1/qP2K3/RNQ2B2 w - - 2 27,[],-1
314,r4bnr/B3p1kp/1n2bp2/3P2pP/2p1NP1R/4P1P1/RP2K3/1NQ2B2 b - - 0 27,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
315,r4bnr/B3p1kp/1n3p2/3P2pP/2p1NPbR/4P1P1/RP2K3/1NQ2B2 w - - 1 28,[],-1
316,r4bnr/B3p1kp/1n3p2/3P2pP/2p1NPR1/4P1P1/RP2K3/1NQ2B2 b - - 0 28,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
317,r4bnr/B5kp/1n3p2/3Pp1pP/2p1NPR1/4P1P1/RP2K3/1NQ2B2 w - e6 0 29,[],-1
318,r4bnr/B5kp/1n3p2/3Pp1pP/2p1NPR1/4P1P1/1P2K3/RNQ2B2 b - - 1 29,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
319,r5nr/B5kp/1n3p2/3Pp1pP/2p1NPR1/b3P1P1/1P2K3/RNQ2B2 w - - 2 30,[],-1
320,r5nr/B5kp/1n3p2/3PP1pP/2p1N1R1/b3P1P1/1P2K3/RNQ2B2 b - - 0 30,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
321,r4bnr/B5kp/1n3p2/3PP1pP/2p1N1R1/4P1P1/1P2K3/RNQ2B2 w - - 1 31,[],-1
322,r4bnr/B5kp/1n3p2/3PP1pP/2p1N1R1/2N1P1P1/1P2K3/R1Q2B2 b - - 2 31,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
323,r5nr/B5kp/1n3p2/3PP1pP/1bp1N1R1/2N1P1P1/1P2K3/R1Q2B2 w - - 3 32,[],-1
324,r5nr/B5kp/1n3p2/3PP1pP/1bp1N1R1/4P1P1/NP2K3/R1Q2B2 b - - 4 32,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
325,4r1nr/B5kp/1n3p2/3PP1pP/1bp1N1R1/4P1P1/NP2K3/R1Q2B2 w - - 5 33,[],-1
326,4r1nr/B5kp/1n3N2/3PP1pP/1bp3R1/4P1P1/NP2K3/R1Q2B2 b - - 0 33,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
327,4rknr/B6p/1n3N2/3PP1pP/1bp3R1/4P1P1/NP2K3/R1Q2B2 w - - 1 34,[],-1
328,4Nknr/B6p/1n6/3PP1pP/1bp3R1/4P1P1/NP2K3/R1Q2B2 b - - 0 34,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
329,4Nknr/B6p/8/3nP1pP/1bp3R1/4P1P1/NP2K3/R1Q2B2 w - - 0 35,[],-1
330,4Nknr/B6p/8/3nP1pP/1bp3R1/4P1P1/NP2K3/R2Q1B2 b - - 1 35,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
331,4N1nr/B4k1p/8/3nP1pP/1bp3R1/4P1P1/NP2K3/R2Q1B2 w - - 2 36,[],-1
332,4N1nr/5k1p/8/2BnP1pP/1bp3R1/4P1P1/NP2K3/R2Q1B2 b - - 3 36,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
333,4N1nr/5k1p/8/b1BnP1pP/2p3R1/4P1P1/NP2K3/R2Q1B2 w - - 4 37,[],-1
334,4N1nr/5k1p/8/b1BnP1pP/2p3R1/4P1P1/NP1QK3/R4B2 b - - 5 37,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
335,4N1nr/4nk1p/8/b1B1P1pP/2p3R1/4P1P1/NP1QK3/R4B2 w - - 6 38,[],-1
336,4N1nr/4nk1p/8/b1B1P1pP/1Pp3R1/4P1P1/N2QK3/R4B2 b - b3 0 38,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
337,4N1nr/2b1nk1p/8/2B1P1pP/1Pp3R1/4P1P1/N2QK3/R4B2 w - - 1 39,[],-1
338,4N1nr/2b1nk1p/4P3/2B3pP/1Pp3R1/4P1P1/N2QK3/R4B2 b - - 0 39,"[1.0, 0.0, 0.0]",-1
339,4N1nr/2b1n2p/4k3/2B3pP/1Pp3R1/4P1P1/N2QK3/R4B2 w - - 0 40,[],-1
340,4N1nr/2b1n2p/4k3/2B3pP/1Pp3R1/4P1P1/N2Q4/R3KB2 b - - 1 40,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
341,4N1nr/2b4p/4k3/2B2npP/1Pp3R1/4P1P1/N2Q4/R3KB2 w - - 2 41,[],-1
342,4N1nr/2b4p/4k3/2B2npP/1Pp3R1/4P1P1/N2QB3/R3K3 b - - 3 41,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
343,1b2N1nr/7p/4k3/2B2npP/1Pp3R1/4P1P1/N2QB3/R3K3 w - - 4 42,[],-1
344,1b2N1nr/7p/4k3/2B2npP/1Pp3R1/2N1P1P1/3QB3/R3K3 b - - 5 42,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
345,1b2N1nr/7p/4k3/2B3pP/1Pp3R1/2N1n1P1/3QB3/R3K3 w - - 0 43,[],-1
346,1b2N1nr/7p/4k3/6pP/1Pp3R1/2N1B1P1/3QB3/R3K3 b - - 0 43,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
347,1b2N2r/7p/4kn2/6pP/1Pp3R1/2N1B1P1/3QB3/R3K3 w - - 1 44,[],-1
348,1b2N2r/7p/4kn2/6pP/1Pp3R1/4B1P1/3QB3/R2NK3 b - - 2 44,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
349,1b2N2r/3n3p/4k3/6pP/1Pp3R1/4B1P1/3QB3/R2NK3 w - - 3 45,[],-1
350,1b2N2r/3n3p/4k3/6pP/1PpQ2R1/4B1P1/4B3/R2NK3 b - - 4 45,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
351,1b5r/3n2Np/8/5kpP/1PpQ2R1/4B1P1/4B3/R2NK3 b - - 6 46,"[0.16279069767441862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
352,rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
353,rnbqkb1r/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 2,[],0
354,rnbqkb1r/pppppppp/5n2/8/1P6/P7/2PPPPPP/RNBQKBNR b KQkq - 0 2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
355,rnbqkb1r/pppppppp/8/8/1P4n1/P7/2PPPPPP/RNBQKBNR w KQkq - 1 3,[],0
356,rnbqkb1r/pppppppp/8/8/1P4n1/P7/1BPPPPPP/RN1QKBNR b KQkq - 2 3,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
357,rnbqkb1r/pppppppp/7n/8/1P6/P7/1BPPPPPP/RN1QKBNR w KQkq - 3 4,[],0
358,rnbqkb1r/pppppppp/7n/8/1P6/P3P3/1BPP1PPP/RN1QKBNR b KQkq - 0 4,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
359,rnbqkbnr/pppppppp/8/8/1P6/P3P3/1BPP1PPP/RN1QKBNR w KQkq - 1 5,[],0
360,rnbqkbnr/pppppppp/8/8/PP6/4P3/1BPP1PPP/RN1QKBNR b KQkq - 0 5,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
361,rnbqkbnr/ppppppp1/7p/8/PP6/4P3/1BPP1PPP/RN1QKBNR w KQkq - 0 6,[],0
362,rnbqkbnr/ppppppp1/7p/8/PP6/4PQ2/1BPP1PPP/RN2KBNR b KQkq - 1 6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
363,rnbqkbnr/ppppp1p1/7p/5p2/PP6/4PQ2/1BPP1PPP/RN2KBNR w KQkq - 0 7,[],0
364,rnbqkbn1/ppppp1pr/6Qp/5p2/PP6/4P3/1BPP1PPP/RN2KBNR b KQq - 3 8,"[0.00847457627118644, 0.00847457627118644, 0.00847457627118644, 0.00847457627118644, 0.00847457627118644, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.01694915254237288, 0.025423728813559324, 0.00847457627118644, 0.03389830508474576, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.03389830508474576, 0.03389830508474576, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.01694915254237288, 0.025423728813559324, 0.03389830508474576, 0.03389830508474576, 0.025423728813559324, 0.03389830508474576, 0.00847457627118644, 0.01694915254237288, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.03389830508474576, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324, 0.025423728813559324]",0
